source,target
BLACKPINK,SGP
TAEYANG,SGP
Miley Cyrus,SGP
Ronghao Li,SGP
YOASOBI,SGP
Harry Styles,SGP
承桓,SGP
IVE,SGP
LISA,SGP
David Kushner,SGP
Sabrina Carpenter,SGP
NewJeans,SGP
Taylor Swift,SGP
Taylor Swift,SGP
BLACKPINK,SGP
BLACKPINK,SGP
Justin Bieber,SGP
Metro Boomin,SGP
BLACKPINK,SGP
aespa,SGP
Stephen Sanchez,SGP
Taylor Swift,SGP
Rema,SGP
张远,SGP
OneRepublic,SGP
sped up 8282,SGP
The Weeknd,SGP
BLACKPINK,SGP
"Tyler, The Creator",SGP
PinkPantheress,SGP
SZA,SGP
WeiBird,SGP
(G)I-DLE,SGP
BTS,THA
LISA,THA
TAEYANG,THA
Jimin,THA
Colde,THA
Cocktail,THA
Agust D,THA
JISOO,THA
Newery,THA
เรนิษรา,THA
FIFTY FIFTY,THA
aespa,THA
Pop Pongkool,THA
DIDIxDADA,THA
SHERRY,THA
YEW,THA
BLACKPINK,THA
THEMOONWILLALWAYSBEWITHME,THA
QLER,THA
CHRRISSA,THA
Musketeers,THA
YourMOOD,THA
Three Man Down,THA
NewJeans,THA
AYLA's,THA
Jeff Satur,THA
bamm,THA
Safeplanet,THA
Anatomy Rabbit,THA
VELIKA,THA
Three Man Down,THA
Fast & Furious: The Fast Saga,THA
Mirrr,THA
PROXIE,THA
LISA,THA
DJ Snake,THA
Jimin,THA
NewJeans,THA
Dept,THA
YOUNGOHM,THA
BLACKPINK,THA
4EVE,THA
SZA,THA
Billkin,THA
THE TOYS,THA
FREEHAND,THA
PURPEECH,THA
ENHYPEN,THA
NONT TANONT,THA
PROXIE,THA
承桓,TWN
JISOO,TWN
Ronghao Li,TWN
IVE,TWN
LE SSERAFIM,TWN
YOASOBI,TWN
陳華,TWN
NewJeans,TWN
WeiBird,TWN
(G)I-DLE,TWN
Shi Shi,TWN
Capper,TWN
小阿七,TWN
SEVENTEEN,TWN
IVE,TWN
NewJeans,TWN
Ren Ran,TWN
告五人,TWN
aespa,TWN
张远,TWN
No Party For Cao Dong,TWN
理想混蛋,TWN
EggPlantEgg,TWN
(G)I-DLE,TWN
NewJeans,TWN
BLACKPINK,TWN
space x,TWN
BLACKPINK,TWN
理想混蛋,TWN
詹雯婷,TWN
Eason Chan,TWN
Jay Chou,TWN
Tanya Chua,TWN
Eric Chou,TWN
高爾宣 OSN,TWN
EggPlantEgg,TWN
告五人,TWN
Various Artists,TWN
蕭秉治,TWN
Miley Cyrus,TWN
Jay Chou,TWN
Jolin Tsai,TWN
No Party For Cao Dong,TWN
LBI利比,TWN
颜人中,TWN
Gummy B,TWN
IVE,TWN
告五人,TWN
The Kid LAROI,TWN
FIFTY FIFTY,TWN
Eslabon Armado,USA
Morgan Wallen,USA
Lil Durk,USA
Grupo Frontera,USA
SZA,USA
"Tyler, The Creator",USA
FIFTY FIFTY,USA
Yng Lvcas,USA
PinkPantheress,USA
Drake,USA
Lil Mabu,USA
Peso Pluma,USA
Kali,USA
Luke Combs,USA
Miley Cyrus,USA
Morgan Wallen,USA
Taylor Swift,USA
Taylor Swift,USA
NLE Choppa,USA
Natanael Cano,USA
David Kushner,USA
Peso Pluma,USA
Morgan Wallen,USA
Morgan Wallen,USA
Junior H,USA
Metro Boomin,USA
J. Cole,USA
Metro Boomin,USA
Zach Bryan,USA
Kali Uchis,USA
JVKE,USA
Harry Styles,USA
Chino Pacas,USA
Lil Uzi Vert,USA
Taylor Swift,USA
Drake,USA
The Weeknd,USA
Miguel,USA
Rema,USA
Metro Boomin,USA
Steve Lacy,USA
Kendrick Lamar,USA
SZA,USA
Morgan Wallen,USA
Drake,USA
Post Malone,USA
d4vd,USA
Ice Spice,USA
Taylor Swift,USA
Lil Uzi Vert,USA
Feid,VEN
Yandel,VEN
Eslabon Armado,VEN
KAROL G,VEN
Yng Lvcas,VEN
Eladio Carrion,VEN
Grupo Frontera,VEN
Ozuna,VEN
Feid,VEN
Rawayana,VEN
Feid,VEN
Feid,VEN
Jimin,VEN
ROSALÍA,VEN
Mora,VEN
Shakira,VEN
Feid,VEN
Arcángel,VEN
Manuel Turizo,VEN
Mora,VEN
Anuel AA,VEN
KAROL G,VEN
Taiu,VEN
Mora,VEN
Jimin,VEN
KAROL G,VEN
Bizarrap,VEN
Jhayco,VEN
Quevedo,VEN
Bizarrap,VEN
Bad Bunny,VEN
Jimin,VEN
Marshmello,VEN
Anuel AA,VEN
Eladio Carrion,VEN
Feid,VEN
Feid,VEN
KAROL G,VEN
Young Miko,VEN
Ñengo Flow,VEN
TINI,VEN
Bad Bunny,VEN
Rauw Alejandro,VEN
Bad Bunny,VEN
Quevedo,VEN
KAROL G,VEN
Mora,VEN
Mora,VEN
Quevedo,VEN
Chencho Corleone,VEN
Jimin,VNM
BTS,VNM
Charlie Puth,VNM
Sơn Tùng M-TP,VNM
Agust D,VNM
GREY D,VNM
tlinh,VNM
Jung Kook,VNM
Madihu,VNM
Thắng,VNM
RPT MCK,VNM
Emcee L (Da LAB),VNM
GREY D,VNM
RPT MCK,VNM
RPT Orijinn,VNM
Coldplay,VNM
FIFTY FIFTY,VNM
Colde,VNM
JISOO,VNM
RPT MCK,VNM
Jimin,VNM
T.R.I,VNM
HIEUTHUHAI,VNM
RPT MCK,VNM
Agust D,VNM
14 Casper,VNM
Sơn Tùng M-TP,VNM
Sơn Tùng M-TP,VNM
MONSTAR,VNM
GREY D,VNM
Fast & Furious: The Fast Saga,VNM
Đen,VNM
Emcee L (Da LAB),VNM
HIEUTHUHAI,VNM
The Masked Singer,VNM
O.lew,VNM
Various Artists,VNM
Madihu,VNM
Jimin,VNM
Tăng Duy Tân,VNM
RPT MCK,VNM
Da LAB,VNM
Tóc Tiên,VNM
Sơn Tùng M-TP,VNM
JSOL,VNM
The Weeknd,VNM
AMEE,VNM
Ronboogz,VNM
Kai Đinh,VNM
Thịnh Suy,VNM
